194 -0.006 -3.829	R 58 1 3 0.307 0.319 -0.028 -3.785	4 -0.670 -0.594 0.006 8.980
L 64 0 1 -0.208 -0.200 -0.312 -2.941	2 0.230 0.240 0.255 -3.662	R 74 1 3 0.264 0.303 -0.096 -13.059	4 -0.681 -0.581 0.017 2.097
L 65 0 1 -0.223 -0.210 -0.346 -4.084	2 0.242 0.249 0.267 -2.624	R 74 1 3 0.264 0.301 -0.040 -13.156	4 -0.682 -0.581 -0.017 2.035
L 66 0 1 -0.237 -0.220 -0.414 -4.409	2 0.255 0.255 0.426 -0.602	R 75 1 3 0.261 0.299 -0.028 -13.552	4 -0.682 -0.581 -0.028 1.956
L 66 0 1 -0.237 -0.233 -0.426 -1.763	2 0.269 0.266 0.358 -2.202	R 76 1 3 0.258 0.297 -0.165 -13.244	4 -0.683 -0.581 0.176 1.833
L 67 0 1 -0.252 -0.245 -0.471 -2.316	2 0.269 0.279 0.176 -3.371	R 77 1 3 0.256 0.295 -0.085 -13.156	4 -0.684 -0.582 0.176 1.288
L 68 0 1 -0.267 -0.257 -0.414 -3.319	2 0.285 0.289 0.380 -2.167	R 77 1 3 0.256 0.294 -0.040 -13.191	4 -0.685 -0.582 -0.017 1.402
L 69 0 1 -0.283 -0.268 -0.369 -3.530	2 0.302 0.300 0.596 -0.593	R 78 1 3 0.253 0.290 -0.051 -13.270	4 -0.685 -0.581 -0.017 1.877
L 69 0 1 -0.283 -0.281 -0.494 -0.541	2 0.319 0.310 0.108 -0.690	R 79 1 3 0.251 0.288 -0.187 -12.866	4 -0.687 -0.581 0.028 2.105
L 70 0 1 -0.298 -0.293 -0.426 -1.596	2 0.319 0.324 0.199 -1.789	R 80 1 3 0.249 0.287 -0.074 -12.760	4 -0.688 -0.581 0.017 2.141
L 71 0 1 -0.313 -0.305 -0.414 -2.615	2 0.338 0.340 0.539 -0.382	R 80 1 3 0.249 0.285 -0.017 -12.831	4 -0.689 -0.582 -0.028 1.578
L 72 0 1 -0.328 -0.317 -0.448 -1.886	2 0.358 0.350 0.698 1.490	R 81 1 3 0.246 0.282 -0.131 -12.514	4 -0.689 -0.581 0.176 1.789
L 72 0 1 -0.328 -0.331 -0.403 0.251	2 0.378 0.365 0.335 -0.532	R 82 1 3 0.244 0.280 -0.096 -12.743	4 -0.690 -0.582 0.176 1.525
L 73 0 1 -0.343 -0.343 -0.494 -0.215	2 0.378 0.381 0.301 -0.488	R 83 1 3 0.241 0.278 -0.085 -12.356	4 -0.692 -0.581 -0.028 1.684
L 74 0 1 -0.358 -0.356 -0.528 -0.040	2 0.399 0.395 0.698 0.690	R 83 1 3 0.241 0.275 -0.085 -11.829	4 -0.693 -0.581 -0.040 2.026
L 75 0 1 -0.373 -0.368 -0.528 0.338	2 0.420 0.410 0.755 2.299	R 84 1 3 0.239 0.273 -0.051 -12.040	4 -0.693 -0.582 -0.028 1.657
L 75 0 1 -0.373 -0.381 -0.358 2.193	2 0.442 0.421 0.119 2.422	R 85 1 3 0.237 0.270 -0.131 -11.574	4 -0.694 -0.581 0.006 1.780
L 76 0 1 -0.387 -0.389 -0.437 1.007	2 0.442 0.437 0.516 1.578	R 86 1 3 0.234 0.268 -0.074 -11.415	4 -0.696 -0.582 -0.040 1.613
L 77 0 1 -0.401 -0.403 -0.607 0.901	2 0.464 0.453 0.619 3.424	R 86 1 3 0.234 0.266 -0.096 -10.958	4 -0.697 -0.581 -0.017 1.938
L 78 0 1 -0.415 -0.416 -0.403 2.264	2 0.486 0.469 0.800 4.505	R 87 1 3 0.232 0.262 -0.006 -11.002	4 -0.697 -0.581 -0.017 2.202
L 78 0 1 -0.415 -0.429 -0.471 4.857	2 0.508 0.485 0.096 3.600	R 88 1 3 0.230 0.260 -0.153 -10.422	4 -0.699 -0.582 -0.040 1.587
L 79 0 1 -0.428 -0.437 -0.210 3.503	2 0.508 0.500 0.516 2.536	R 89 1 3 0.227 0.258 -0.108 -9.982	4 -0.701 -0.582 0.017 1.332
L 80 0 1 -0.440 -0.445 -0.312 2.097	2 0.530 0.519 0.732 3.547	R 89 1 3 0.227 0.255 -0.119 -9.622	4 -0.702 -0.582 -0.017 1.525
L 81 0 1 -0.452 -0.453 -0.221 1.982	2 0.551 0.533 0.743 4.497	R 90 1 3 0.225 0.252 -0.108 -9.455	4 -0.702 -0.581 -0.040 1.859
L 81 0 1 -0.452 -0.461 -0.244 3.037	2 0.571 0.551 0.221 2.870	R 91 1 3 0.223 0.249 -0.176 -8.901	4 -0.704 -0.581 -0.028 2.018
L 82 0 1 -0.463 -0.467 -0.108 1.200	2 0.571 0.564 0.482 2.026	R 92 1 3 0.221 0.246 -0.153 -8.259	4 -0.706 -0.581 -0.028 2.000
L 83 0 1 -0.474 -0.474 -0.301 0.549	2 0.591 0.582 0.755 2.844	R 92 1 3 0.221 0.243 -0.096 -7.802	4 -0.707 -0.582 -0.028 1.481
L 84 0 1 -0.484 -0.481 -0.153 0.567	2 0.610 0.592 0.414 5.112	R 93 1 3 0.219 0.240 -0.062 -7.749	4 -0.707 -0.582 -0.017 1.771
L 84 0 1 -0.484 -0.486 -0.131 0.646	2 0.627 0.601 0.051 5.754	R 94 1 3 0.217 0.238 -0.119 -7.459	4 -0.709 -0.582 -0.028 1.815
L 85 0 1 -0.492 -0.490 -0.187 -0.910	2 0.627 0.605 0.040 7.969	R 95 1 3 0.215 0.237 -0.017 -7.538	4 -0.711 -0.583 -0.131 1.991
L 86 0 1 -0.500 -0.491 -0.131 -2.993	2 0.643 0.612 0.131 11.319	R 95 1 3 0.215 0.236 0.028 -7.767	4 -0.713 -0.588 -0.255 2.149
L 87 0 1 -0.507 -0.491 -0.040 -4.743	2 0.658 0.617 0.437 13.613	R 96 1 3 0.212 0.237 0.062 -8.971	4 -0.713 -0.596 -0.312 1.780
L 87 0 1 -0.507 -0.494 -0.051 -4.681	2 0.671 0.624 0.199 13.349	R 97 1 3 0.210 0.239 0.051 -10.229	4 -0.715 -0.607 -0.380 1.719
L 88 0 1 -0.513 -0.497 -0.153 -5.376	2 0.671 0.638 0.369 12.101	R 98 1 3 0.208 0.243 0.165 -11.837	4 -0.717 -0.619 -0.460 2.009
L 89 0 1 -0.517 -0.501 -0.187 -5.508	2 0.683 0.651 0.460 11.319	R 98 1 3 0.208 0.247 0.153 -13.604	4 -0.719 -0.633 -0.448 6.343
L 90 0 1 -0.521 -0.505 -0.142 -5.446	2 0.693 0.664 0.539 9.429	R 99 1 3 0.206 0.250 0.131 -15.811	4 -0.719 -0.647 -0.460 10.782
L 90 0 1 -0.521 -0.508 -0.074 -4.734	2 0.701 0.675 0.267 7.433	R 100 1 3 0.204 0.254 0.062 -17.437	4 -0.721 -0.659 -0.403 14.237
L 91 0 1 -0.523 -0.510 -0.085 -4.892	2 0.701 0.685 0.244 5.824	R 101 1 3 0.202 0.256 0.028 17.754	4 -0.723 -0.667 -0.255 16.470
L 92 0 1 -0.525 -0.511 -0.051 -4.954	2 0.708 0.692 0.199 5.710	R 101 1 3 0.202 0.256 -0.028 17.191	4 -0.725 -0.671 -0.062 17.446
L 93 0 1 -0.525 -0.511 0.006 -5.068	2 0.713 0.693 0.096 6.967	R 102 1 3 0.200 0.255 -0.040 16.734	4 -0.725 -0.671 0.176 16.875
L 93 0 1 -0.525 -0.511 0.040 -5.411	2 0.717 0.691 -0.131 8.233	R 103 1 3 0.199 0.255 -0.051 16.488	4 -0.727 -0.670 0.096 15.389
L 94 0 1 -0.525 -0.509 0.051 -5.780	2 0.717 0.689 -0.119 10.035	R 104 1 3 0.197 0.252 -0.119 16.954	4 -0.730 -0.667 0.074 13.771
L 95 0 1 -0.524 -0.506 0.040 -6.255	2 0.719 0.686 -0.096 11.705	R 104 1 3 0.197 0.249 -0.040 17.455	4 -0.732 -0.664 0.062 12.998
L 96 0 1 -0.522 -0.505 0.062 -6.352	2 0.721 0.685 -0.040 12.611	R 105 1 3 0.195 0.248 -0.051 17.385	4 -0.732 -0.664 0.176 12.004
L 96 0 1 -0.522 -0.503 0.062 -6.686	2 0.721 0.684 -0.040 13.007	R 106 1 3 0.193 0.247 -0.096 17.305	4 -0.734 -0.665 -0.074 11.600
L 97 0 1 -0.519 -0.501 0.017 -6.431	2 0.721 0.683 0.017 13.007	R 107 1 3 0.191 0.245 -0.028 17.262	4 -0.737 -0.667 -0.165 12.022
L 98 0 1 -0.516 -0.499 0.074 -5.877	2 0.720 0.684 0.017 12.593	R 107 1 3 0.191 0.245 -0.051 17.042	4 -0.739 -0.670 -0.096 12.611
L 99 0 1 -0.512 -0.498 0.074 -5.393	2 0.719 0.685 -0.028 11.741	R 108 1 3 0.189 0.245 -0.040 16.523	4 -0.739 -0.672 -0.108 12.620
L 99 0 1 -0.512 -0.497 0.028 -5.525	2 0.717 0.686 0.051 11.266	R 109 1 3 0.188 0.244 -0.051 16.391	4 -0.742 -0.675 -0.096 12.330
L 0 1 1 -0.509 -0.495 0.017 -4.787	2 0.717 0.686 -0.017 10.967	R 110 1 3 0.186 0.243 -0.040 16.321	4 -0.744 -0.676 -0.096 12.119
L 1 1 1 -0.505 -0.493 0.085 -4.119	2 0.715 0.686 0.199 9.578	R 110 1 3 0.186 0.241 -0.006 16.919	4 -0.747 -0.676 0.051 11.837
L 2 1 1 -0.501 -0.491 0.085 -3.916	2 0.713 0.690 0.028 8.084	R 111 1 3 0.184 0.238 -0.108 17.235	4 -0.747 -0.676 0.176 11.073
L 2 1 1 -0.501 -0.490 0.017 -3.829	2 0.711 0.692 0.028 7.152	R 112 1 3 0.183 0.237 -0.062 17.077	4 -0.749 -0.677 -0.096 10.615
L 3 1 1 -0.497 -0.489 0.085 -2.958	2 0.711 0.692 -0.028 6.756	R 113 1 3 0.181 0.236 -0.040 17.121	4 -0.752 -0.680 -0.108 10.651
L 4 1 1 -0.493 -0.485 0.119 -2.791	2 0.709 0.691 -0.040 6.440	R 113 1 3 0.181 0.235 -0.062 16.998	4 -0.755 -0.682 -0.062 11.152
L 5 1 1 -0.489 -0.484 0.051 -2.343	2 0.707 0.691 -0.006 5.745	R 114 1 3 0.179 0.235 0.006 16.629	4 -0.755 -0.684 -0.108 11.169
L 5 1 1 -0.489 -0.482 0.051 -2.378	2 0.706 0.692 0.017 5.270	R 115 1 3 0.178 0.234 -0.074 16.426	4 -0.758 -0.686 -0.153 11.046
L 6 1 1 -0.485 -0.480 0.085 -1.771	2 0.706 0.691 -0.040 4.945	R 116 1 3 0.176 0.233 -0.051 16.576	4 -0.760 -0.689 -0.119 11.213
L 7 1 1 -0.481 -0.477 0.108 -1.481	2 0.704 0.691 -0.006 4.444	R 116 1 3 0.176 0.232 -0.051 16.514	4 -0.763 -0.692 -0.119 11.908
L 8 1 1 -0.477 -0.476 0.074 -1.147	2 0.702 0.691 -0.017 3.793	R 117 1 3 0.175 0.231 -0.017 16.163	4 -0.763 -0.694 -0.096 11.793
L 8 1 1 -0.477 -0.473 0.096 -1.402	2 0.701 0.691 -0.006 3.389	R 118 1 3 0.173 0.230 -0.085 16.145	4 -0.766 -0.697 -0.108 11.670
L 9 1 1 -0.473 -0.470 0.085 -1.095	2 0.701 0.691 -0.017 3.266	R 119 1 3 0.172 0.229 -0.028 16.242	4 -0.769 -0.699 -0.119 11.556
L 10 1 1 -0.469 -0.467 0.062 -0.804	2 0.699 0.691 -0.017 2.888	R 119 1 3 0.172 0.228 -0.074 16.321	4 -0.772 -0.701 -0.096 12.101
L 11 1 1 -0.465 -0.465 0.119 -0.778	2 0.697 0.690 -0.028 2.738	R 0 0 3 0.170 0.226 -0.062 16.286	4 -0.772 -0.703 -0.131 11.767
L 11 1 1 -0.465 -0.461 0.108 -1.341	2 0.696 0.689 -0.017 2.774	R 1 0 3 0.169 0.224 -0.085 16.497	4 -0.775 -0.706 -0.096 11.442
L 12 1 1 -0.462 -0.459 0.040 -1.042	2 0.696 0.688 -0.006 2.747	R 2 0 3 0.168 0.223 -0.096 16.980	4 -0.778 -0.706 0.006 10.554
L 13 1 1 -0.458 -0.455 0.187 -1.490	2 0.694 0.686 -0.006 2.914	R 2 0 3 0.168 0.218 -0.210 -17.481	4 -0.781 -0.704 0.074 9.780
L 14 1 1 -0.454 -0.449 0.210 -2.316	2 0.693 0.683 -0.119 3.468	R 3 0 3 0.166 0.213 -0.142 -16.646	4 -0.781 -0.703 0.028 8.374
L 14 1 1 -0.454 -0.445 0.131 -3.231	2 0.692 0.680 -0.176 4.303	R 4 0 3 0.165 0.210 -0.142 -15.934	4 -0.784 -0.702 0.028 7.160
L 15 1 1 -0.450 -0.441 0.142 -3.389	2 0.692 0.677 -0.119 5.367	R 5 0 3 0.163 0.206 -0.199 -14.862	4 -0.786 -0.700 0.062 5.851
L 16 1 1 -0.447 -0.435 0.221 -4.101	2 0.690 0.673 -0.131 6.158	R 5 0 3 0.163 0.202 -0.131 -13.675	4 -0.786 -0.699 -0.017 5.569
L 17 1 1 -0.443 -0.431 0.131 -4.462	2 0.689 0.671 -0.074 6.352	R 6 0 3 0.160 0.199 -0.108 -13.675	4 -0.786 -0.700 -0.062 5.613
L 17 1 1 -0.443 -0.428 0.119 -5.332	2 0.688 0.670 0.017 6.316	R 7 0 3 0.158 0.197 -0.131 -13.543	4 -0.786 -0.702 -0.096 6.422
L 18 1 1 -0.439 -0.424 0.142 -5.349	2 0.688 0.670 0.006 6.079	R 8 0 3 0.154 0.195 -0.028 -13.508	4 -0.784 -0.705 -0.108 7.925
L 19 1 1 -0.436 -0.421 0.131 -5.235	2 0.687 0.670 0.017 5.613	R 8 0 3 0.154 0.193 -0.074 -13.648	4 -0.781 -0.709 -0.176 9.516
L 20 1 1 -0.432 -0.418 0.142 -5.604	2 0.685 0.670 0.006 5.147	R 9 0 3 0.150 0.191 -0.108 -14.158	4 -0.781 -0.712 -0.108 11.741
L 20 1 1 -0.432 -0.414 0.096 -6.413	2 0.684 0.671 -0.006 4.884	R 10 0 3 0.146 0.188 -0.131 -14.501	4 -0.776 -0.713 -0.028 13.719
L 21 1 1 -0.428 -0.410 0.142 -6.492	2 0.684 0.670 -0.051 4.857	R 11 0 3 0.141 0.185 -0.131 -14.422	4 -0.770 -0.713 0.017 15.767
L 22 1 1 -0.425 -0.406 0.165 -6.870	2 0.683 0.668 -0.096 5.156	R 11 0 3 0.141 0.181 -0.142 -14.229	4 -0.761 -0.713 0.006 16.031
L 23 1 1 -0.421 -0.402 0.165 -7.327	2 0.682 0.665 -0.153 6.149	R 12 0 3 0.135 0.176 -0.153 -14.607	4 -0.761 -0.710 0.051 17.965
L 23 1 1 -0.421 -0.397 0.165 -8.611	2 0.681 0.661 -0.131 7.451	R 13 0 3 0.128 0.171 -0.255 -14.738	4 -0.751 -0.706 0.221 -16.004
L 24 1 1 -0.418 -0.392 0.187 -9.165	2 0.681 0.657 -0.153 8.637	R 14 0 3 0.121 0.166 -0.221 -13.912	4 -0.739 -0.700 0.403 -14.668
L 25 1 1 -0.414 -0.387 0.187 -9.736	2 0.680 0.652 -0.176 9.851	R 14 0 3 0.121 0.159 -0.199 -13.481	4 -0.725 -0.694 0.142 -15.538
L 26 1 1 -0.410 -0.382 0.153 -10.440	2 0.679 0.646 -0.221 11.468	R 15 0 3 0.112 0.152 -0.267 -13.824	4 -0.725 -0.687 0.199 -13.455
L 26 1 1 -0.410 -0.377 0.210 -12.075	2 0.678 0.640 -0.187 13.534	R 16 0 3 0.104 0.145 -0.323 -14.088	4 -0.709 -0.678 0.335 -11.160
L 27 1 1 -0.407 -0.372 0.165 -12.541	2 0.678 0.635 -0.176 15.160	R 17 0 3 0.095 0.137 -0.199 -12.664	4 -0.692 -0.669 0.482 -9.455
L 28 1 1 -0.403 -0.368 0.131 -12.716	2 0.677 0.630 -0.119 16.382	R 17 0 3 0.095 0.128 -0.278 -11.969	4 -0.673 -0.659 0.255 -11.530
L 29 1 1 -0.400 -0.364 0.108 -12.971	2 0.677 0.626 -0.142 17.701	R 18 0 3 0.085 0.120 -0.267 -12.286	4 -0.673 -0.653 -0.153 -6.211
L 29 1 1 -0.400 -0.360 0.119 -14.070	2 0.676 0.623 -0.108 -17.262	R 19 0 3 0.075 0.110 -0.528 -11.635	4 -0.653 -0.651 0.346 -1.666
L 30 1 1 -0.397 -0.358 0.028 -13.552	2 0.676 0.621 -0.096 -16.725	R 20 0 3 0.065 0.094 -0.573 -7.688	4 -0.632 -0.643 0.346 1.578
L 31 1 1 -0.393 -0.356 0.017 -13.033	2 0.675 0.619 -0.108 -16.303	R 20 0 3 0.065 0.073 -0.653 -2.923	4 -0.610 -0.626 0.301 -2.097
L 32 1 1 -0.390 -0.354 0.074 -12.822	2 0.674 0.616 -0.131 -15.354	R 21 0 3 0.054 0.055 -0.573 -0.655	4 -0.610 -0.611 0.528 0.180
L 32 1 1 -0.390 -0.351 0.131 -13.596	2 0.674 0.613 -0.108 -14.360	R 22 0 3 0.044 0.049 -0.085 -0.716	4 -0.588 -0.595 0.846 1.385
L 33 1 1 -0.386 -0.349 0.040 -12.901	2 0.674 0.611 -0.051 -13.895	R 23 0 3 0.034 0.044 -0.142 -1.059	4 -0.565 -0.580 0.653 3.327
L 34 1 1 -0.383 -0.348 0.017 -12.048	2 0.673 0.611 0.028 -14.105	R 23 0 3 0.034 0.031 -0.460 0.426	4 -0.541 -0.562 0.392 -0.295
L 35 1 1 -0.379 -0.348 0.006 -11.204	2 0.673 0.611 0.051 -14.413	R 24 0 3 0.024 0.024 -0.119 -0.567	4 -0.541 -0.542 0.607 0.479
L 35 1 1 -0.379 -0.349 -0.006 -10.756	2 0.672 0.612 0.017 -14.686	R 25 0 3 0.014 0.024 -0.187 -2.598	4 -0.517 -0.526 0.846 1.912
L 36 1 1 -0.376 -0.350 -0.062 -9.464	2 0.672 0.612 0.040 -14.976	R 26 0 3 0.004 0.021 0.040 -3.881	4 -0.494 -0.507 0.641 2.721
L 37 1 1 -0.373 -0.350 0.006 -8.224	2 0.672 0.612 0.017 -15.081	R 26 0 3 0.004 0.016 -0.108 -4.215	4 -0.470 -0.487 0.335 -2.070
L 38 1 1 -0.370 -0.351 -0.051 -7.020	2 0.671 0.612 -0.028 -15.064	R 27 0 3 -0.005 0.010 -0.267 -4.980	4 -0.470 -0.469 0.653 -0.075
L 38 1 1 -0.370 -0.351 -0.006 -6.545	2 0.671 0.611 -0.040 -14.721	R 28 0 3 -0.013 0.002 -0.369 -4.576	4 -0.447 -0.454 0.755 1.429
L 39 1 1 -0.366 -0.351 -0.017 -5.297	2 0.671 0.609 -0.062 -14.237	R 29 0 3 -0.020 -0.006 -0.267 -3.134	4 -0.424 -0.439 0.528 3.204
L 40 1 1 -0.363 -0.351 0.017 -4.136	2 0.670 0.606 -0.074 -13.385	R 29 0 3 -0.020 -0.016 -0.267 -1.657	4 -0.402 -0.422 0.335 -0.365
L 41 1 1 -0.360 -0.351 0.040 -3.257	2 0.670 0.603 -0.131 -12.664	R 30 0 3 -0.027 -0.024 -0.312 -0.980	4 -0.402 -0.405 0.516 0.989
L 41 1 1 -0.360 -0.352 0.006 -2.905	2 0.670 0.601 -0.108 -11.802	R 31 0 3 -0.033 -0.031 -0.210 -0.453	4 -0.381 -0.390 0.778 2.132
L 42 1 1 -0.356 -0.352 -0.040 -1.798	2 0.670 0.598 -0.096 -10.958	R 32 0 3 -0.038 -0.035 -0.062 -0.268	4 -0.360 -0.376 0.619 3.749
L 43 1 1 -0.353 -0.352 -0.006 -0.796	2 0.669 0.596 -0.108 -10.097	R 32 0 3 -0.038 -0.037 -0.006 -0.778	4 -0.341 -0.358 0.358 -0.180
L 44 1 1 -0.350 -0.352 -0.017 -0.145	2 0.669 0.594 -0.074 -9.385	R 33 0 3 -0.042 -0.038 -0.028 -1.798	4 -0.341 -0.341 0.607 0.303
L 44 1 1 -0.350 -0.351 -0.017 0.259	2 0.669 0.592 -0.028 -8.980	R 34 0 3 -0.046 -0.037 -0.051 -2.730	4 -0.322 -0.329 0.562 1.552
L 45 1 1 -0.347 -0.351 -0.051 1.367	2 0.669 0.591 -0.074 -8.505	R 35 0 3 -0.048 -0.038 -0.040 -2.914	4 -0.305 -0.318 0.448 3.398
L 46 1 1 -0.344 -0.352 -0.017 2.651	2 0.669 0.590 -0.028 -8.040	R 35 0 3 -0.048 -0.040 -0.040 -2.809	4 -0.288 -0.303 0.335 -0.189
L 47 1 1 -0.341 -0.353 -0.051 4.004	2 0.669 0.588 -0.074 -7.653	R 36 0 3 -0.049 -0.041 -0.085 -2.536	4 -0.288 -0.289 0.392 0.699
L 47 1 1 -0.341 -0.353 -0.040 4.488	2 0.669 0.587 -0.176 -7.398	R 37 0 3 -0.049 -0.043 -0.006 -2.237	4 -0.273 -0.282 0.448 2.316
L 48 1 1 -0.337 -0.355 -0.062 6.000	2 0.669 0.587 -0.006 -7.196	R 38 0 3 -0.047 -0.043 -0.028 -2.009	4 -0.259 -0.271 0.380 3.029
L 49 1 1 -0.334 -0.355 -0.006 7.222	2 0.669 0.586 -0.017 -7.037	R 38 0 3 -0.047 -0.043 0.006 -1.763	4 -0.246 -0.260 0.278 0.312
L 50 1 1 -0.331 -0.356 -0.028 8.514	2 0.669 0.586 -0.017 -6.879	R 39 0 3 -0.045 -0.042 0.051 -1.323	4 -0.246 -0.250 0.221 1.182
L 50 1 1 -0.331 -0.357 -0.006 9.024	2 0.669 0.585 -0.176 -6.651	R 40 0 3 -0.042 -0.041 0.051 -0.734	4 -0.235 -0.243 0.392 2.158
L 51 1 1 -0.328 -0.357 -0.017 10.202	2 0.669 0.584 -0.006 -6.299	R 41 0 3 -0.038 -0.039 0.040 -0.646	4 -0.225 -0.234 0.301 2.519
L 52 1 1 -0.325 -0.357 -0.006 11.213	2 0.669 0.583 -0.051 -5.851	R 41 0 3 -0.038 -0.038 0.051 -0.163	4 -0.216 -0.226 0.119 0.444
L 53 1 1 -0.322 -0.357 -0.017 12.031	2 0.669 0.582 -0.051 -5.420	R 42 0 3 -0.033 -0.035 0.131 0.549	4 -0.216 -0.220 0.108 1.640
L 53 1 1 -0.322 -0.357 0.006 12.242	2 0.669 0.580 -0.085 -4.699	R 43 0 3 -0.027 -0.032 0.176 1.349	4 -0.208 -0.216 0.323 2.149
L 54 1 1 -0.319 -0.357 -0.006 13.279	2 0.669 0.578 -0.062 -3.890	R 44 0 3 -0.020 -0.026 0.051 0.734	4 -0.201 -0.210 0.301 2.246
L 55 1 1 -0.316 -0.356 0.017 14.132	2 0.669 0.576 -0.051 -3.196	R 44 0 3 -0.020 -0.017 0.301 -0.901	4 -0.196 -0.204 0.142 0.813
L 56 1 1 -0.313 -0.356 0.040 14.721	2 0.670 0.574 -0.085 -2.229	R 45 0 3 -0.012 -0.011 0.233 -0.426	4 -0.196 -0.199 0.085 1.165
L 56 1 1 -0.313 -0.355 0.006 14.580	2 0.670 0.572 -0.108 -1.684	R 46 0 3 -0.004 -0.009 0.187 1.068	4 -0.191 -0.196 0.176 1.455
L 57 1 1 -0.310 -0.354 0.028 15.336	2 0.670 0.569 -0.051 -2.000	R 47 0 3 0.005 -0.001 0.085 0.171	4 -0.187 -0.193 0.096 1.842
L 58 1 1 -0.307 -0.353 0.017 15.978	2 0.670 0.567 -0.119 -1.771	R 47 0 3 0.005 0.007 0.199 -0.840	4 -0.184 -0.191 0.051 1.182
L 59 1 1 -0.305 -0.352 0.051 16.163	2 0.671 0.563 -0.074 -2.035	R 48 0 3 0.015 0.016 0.460 -0.620	4 -0.184 -0.188 0.040 1.490
L 59 1 1 -0.305 -0.350 0.028 15.908	2 0.671 0.561 -0.108 -1.560	R 49 0 3 0.025 0.023 0.210 0.198	4 -0.182 -0.187 0.051 2.026
L 60 1 1 -0.302 -0.348 0.074 16.347	2 0.671 0.559 -0.176 -3.064	R 50 0 3 0.035 0.028 -0.017 0.312	4 -0.180 -0.187 0.062 2.299
L 61 1 1 -0.299 -0.348 -0.006 17.068	2 0.672 0.559 -0.176 -2.158	R 50 0 3 0.035 0.037 0.199 -0.611	4 -0.179 -0.186 0.040 1.771
L 62 1 1 -0.296 -0.348 0.006 17.921	2 0.672 0.559 -0.006 -1.851	R 51 0 3 0.046 0.044 0.437 0.207	4 -0.179 -0.184 0.017 1.903
L 62 1 1 -0.296 -0.347 -0.176 -17.982	2 0.673 0.560 0.040 -1.657	R 52 0 3 0.057 0.053 0.358 0.259	4 -0.178 -0.183 0.040 1.771
L 63 1 1 -0.293 -0.347 -0.176 -17.279	2 0.673 0.560 -0.006 -1.701	R 53 0 3 0.068 0.061 -0.108 0.171	4 -0.177 -0.182 -0.017 1.710
L 64 1 1 -0.290 -0.346 0.051 -16.699	2 0.673 0.560 -0.017 -1.552	R 53 0 3 0.068 0.067 0.301 0.119	4 -0.177 -0.183 0.006 1.763
L 65 1 1 -0.288 -0.345 0.017 -16.031	2 0.674 0.560 -0.176 -1.253	R 54 0 3 0.079 0.077 0.516 0.242	4 -0.177 -0.183 -0.006 1.833
L 65 1 1 -0.288 -0.345 0.028 -16.040	2 0.674 0.560 -0.028 -1.692	R 55 0 3 0.090 0.087 0.301 0.479	4 -0.178 -0.183 0.017 1.508
L 66 1 1 -0.285 -0.343 0.051 -15.582	2 0.674 0.559 0.028 -1.965	R 56 0 3 0.102 0.094 0.040 0.356	4 -0.179 -0.183 -0.051 1.095
L 67 1 1 -0.282 -0.342 0.051 -15.143	2 0.675 0.559 -0.017 -2.097	R 56 0 3 0.102 0.102 0.255 -0.031	4 -0.182 -0.183 0.006 1.182
L 68 1 1 -0.279 -0.340 0.074 -15.020	2 0.676 0.559 -0.176 -2.387	R 57 0 3 0.114 0.110 0.460 0.796	4 -0.182 -0.184 -0.062 0.813
L 68 1 1 -0.279 -0.338 0.040 -15.407	2 0.677 0.559 0.017 -2.229	R 58 0 3 0.127 0.123 0.460 0.400	4 -0.185 -0.187 -0.153 0.743
L 69 1 1 -0.277 -0.337 0.051 -15.037	2 0.677 0.559 -0.176 -2.167	R 59 0 3 0.140 0.130 -0.165 0.963	4 -0.190 -0.191 -0.142 0.558
L 70 1 1 -0.274 -0.335 0.074 -14.800	2 0.677 0.559 -0.176 -1.947	R 59 0 3 0.140 0.138 0.392 0.330	4 -0.195 -0.192 -0.051 0.954
L 71 1 1 -0.271 -0.333 0.096 -14.853	2 0.678 0.560 -0.006 -1.886	R 60 0 3 0.153 0.151 0.698 -0.207	4 -0.195 -0.197 -0.153 0.725
L 71 1 1 -0.271 -0.331 0.028 -15.160	2 0.679 0.560 -0.006 -1.701	R 61 0 3 0.166 0.162 0.085 1.288	4 -0.202 -0.202 -0.380 0.303
L 72 1 1 -0.269 -0.329 0.040 -14.659	2 0.679 0.560 0.017 -1.420	R 62 0 3 0.180 0.165 -0.006 2.378	4 -0.210 -0.208 -0.278 -0.075
L 73 1 1 -0.266 -0.328 0.062 -14.352	2 0.680 0.560 0.028 -1.552	R 62 0 3 0.180 0.179 0.630 -0.295	4 -0.219 -0.216 -0.187 2.316
L 74 1 1 -0.264 -0.326 0.096 -14.501	2 0.681 0.559 -0.040 -1.833	R 63 0 3 0.194 0.197 0.539 -0.796	4 -0.219 -0.224 -0.176 1.499
L 74 1 1 -0.264 -0.323 0.051 -14.923	2 0.682 0.560 0.017 -1.798	R 64 0 3 0.208 0.197 0.006 3.046	4 -0.230 -0.229 -0.301 0.277
L 75 1 1 -0.261 -0.321 0.074 -14.967	2 0.682 0.559 -0.006 -1.903	R 65 0 3 0.223 0.207 0.369 1.481	4 -0.242 -0.236 -0.278 -0.409
L 76 1 1 -0.258 -0.318 0.074 -14.941	2 0.683 0.559 0.051 -1.982	R 65 0 3 0.223 0.229 0.653 -1.701	4 -0.255 -0.247 -0.358 1.613
