.532	R 34 0 3 -0.046 -0.038 -0.074 -1.886	4 -0.322 -0.337 0.482 3.864
L 50 0 1 -0.035 -0.025 -0.221 -3.609	2 0.180 0.192 -0.108 -4.136	R 60 1 3 0.302 0.326 -0.108 -7.776	4 -0.671 -0.621 0.017 -17.789
L 51 0 1 -0.046 -0.033 -0.301 -4.470	2 0.179 0.191 -0.017 -4.233	R 60 1 3 0.302 0.324 -0.062 -7.873	4 -0.672 -0.620 0.006 -17.903
L 52 0 1 -0.057 -0.040 -0.335 -4.585	2 0.178 0.189 -0.051 -3.978	R 61 1 3 0.299 0.321 -0.028 -7.978	4 -0.672 -0.620 0.006 17.903
L 52 0 1 -0.057 -0.049 -0.301 -2.457	2 0.177 0.188 -0.017 -3.864	R 62 1 3 0.296 0.319 -0.131 -7.952	4 -0.672 -0.620 -0.017 17.745
L 53 0 1 -0.068 -0.059 -0.289 -3.213	2 0.177 0.188 -0.028 -3.873	R 63 1 3 0.293 0.318 -0.062 -7.916	4 -0.673 -0.620 0.176 17.534
L 54 0 1 -0.079 -0.067 -0.289 -4.145	2 0.177 0.188 0.017 -3.846	R 63 1 3 0.293 0.316 -0.062 -7.820	4 -0.673 -0.620 0.176 17.464
L 55 0 1 -0.090 -0.075 -0.323 -4.110	2 0.178 0.188 0.017 -3.591	R 64 1 3 0.290 0.313 -0.085 -8.189	4 -0.673 -0.620 -0.040 17.393
L 55 0 1 -0.090 -0.083 -0.289 -2.396	2 0.179 0.188 -0.017 -3.345	R 65 1 3 0.288 0.311 -0.074 -8.347	4 -0.674 -0.620 -0.017 17.130
L 56 0 1 -0.102 -0.093 -0.289 -3.477	2 0.179 0.189 0.028 -3.433	R 66 1 3 0.285 0.310 -0.119 -8.022	4 -0.674 -0.620 0.176 16.919
L 57 0 1 -0.114 -0.101 -0.335 -4.523	2 0.182 0.190 0.040 -3.037	R 66 1 3 0.285 0.308 -0.085 -8.013	4 -0.675 -0.620 -0.028 16.954
L 58 0 1 -0.127 -0.111 -0.392 -4.171	2 0.185 0.192 0.142 -2.545	R 67 1 3 0.282 0.305 -0.062 -8.426	4 -0.675 -0.620 -0.040 16.857
L 58 0 1 -0.127 -0.122 -0.312 -1.859	2 0.190 0.196 0.131 -3.196	R 68 1 3 0.279 0.303 -0.119 -8.171	4 -0.676 -0.620 0.006 16.567
L 59 0 1 -0.140 -0.132 -0.335 -2.791	2 0.190 0.200 0.176 -3.943	R 69 1 3 0.277 0.302 -0.074 -8.031	4 -0.677 -0.621 -0.017 16.338
L 60 0 1 -0.153 -0.141 -0.335 -3.837	2 0.195 0.204 0.153 -3.284	R 69 1 3 0.277 0.300 -0.108 -7.987	4 -0.677 -0.620 -0.017 16.312
L 61 0 1 -0.166 -0.150 -0.323 -4.207	2 0.202 0.209 0.267 -2.853	R 70 1 3 0.274 0.297 -0.051 -8.444	4 -0.677 -0.621 -0.017 16.136
L 61 0 1 -0.166 -0.159 -0.278 -2.352	2 0.210 0.215 0.040 -3.275	R 71 1 3 0.271 0.295 -0.074 -8.426	4 -0.678 -0.621 -0.017 15.749
L 62 0 1 -0.180 -0.168 -0.323 -4.163	2 0.210 0.220 0.176 -3.459	R 72 1 3 0.269 0.294 -0.096 -8.286	4 -0.679 -0.621 -0.017 15.556
L 63 0 1 -0.194 -0.178 -0.380 -5.323	2 0.219 0.226 0.358 -2.633	R 72 1 3 0.269 0.292 -0.062 -8.251	4 -0.680 -0.622 -0.017 15.679
L 64 0 1 -0.208 -0.190 -0.471 -5.015	2 0.230 0.236 0.448 -3.108	R 73 1 3 0.266 0.290 0.017 -8.840	4 -0.680 -0.622 -0.028 15.697
L 64 0 1 -0.208 -0.202 -0.437 -1.877	2 0.242 0.244 0.051 -3.002	R 74 1 3 0.264 0.289 -0.096 -8.699	4 -0.681 -0.623 -0.051 15.477
L 65 0 1 -0.223 -0.213 -0.369 -3.160	2 0.242 0.251 0.165 -3.354	R 75 1 3 0.261 0.287 -0.074 -8.453	4 -0.682 -0.623 -0.040 15.266
L 66 0 1 -0.237 -0.225 -0.437 -4.136	2 0.255 0.261 0.437 -2.422	R 75 1 3 0.261 0.286 -0.040 -8.541	4 -0.683 -0.624 -0.017 15.327
L 67 0 1 -0.252 -0.237 -0.414 -3.908	2 0.269 0.273 0.630 -1.974	R 76 1 3 0.258 0.283 -0.040 -8.813	4 -0.683 -0.624 -0.028 15.275
L 67 0 1 -0.252 -0.250 -0.392 -1.138	2 0.285 0.282 0.131 -2.000	R 77 1 3 0.256 0.281 -0.142 -8.620	4 -0.684 -0.624 -0.028 14.958
L 68 0 1 -0.267 -0.259 -0.312 -2.615	2 0.285 0.293 0.210 -2.914	R 78 1 3 0.253 0.279 -0.062 -8.585	4 -0.685 -0.625 -0.085 14.888
L 69 0 1 -0.283 -0.270 -0.448 -3.855	2 0.302 0.307 0.550 -1.938	R 78 1 3 0.253 0.278 -0.017 -8.760	4 -0.687 -0.627 -0.074 15.213
L 70 0 1 -0.298 -0.283 -0.392 -3.705	2 0.319 0.319 0.732 -0.497	R 79 1 3 0.251 0.276 -0.040 -9.042	4 -0.687 -0.627 -0.085 15.327
L 70 0 1 -0.298 -0.297 -0.460 -0.505	2 0.338 0.329 0.380 -1.534	R 80 1 3 0.249 0.274 -0.131 -8.822	4 -0.688 -0.629 -0.074 15.336
L 71 0 1 -0.313 -0.308 -0.426 -1.332	2 0.338 0.344 0.176 -2.053	R 81 1 3 0.246 0.273 -0.062 -8.884	4 -0.689 -0.630 -0.051 15.310
L 72 0 1 -0.328 -0.321 -0.437 -2.000	2 0.358 0.358 0.585 -0.119	R 81 1 3 0.246 0.271 -0.028 -8.813	4 -0.690 -0.632 -0.040 15.732
L 73 0 1 -0.343 -0.333 -0.358 -1.499	2 0.378 0.372 0.687 0.945	R 82 1 3 0.244 0.269 -0.074 -9.024	4 -0.690 -0.632 -0.062 15.670
L 73 0 1 -0.343 -0.347 -0.380 0.391	2 0.399 0.382 0.210 0.954	R 83 1 3 0.241 0.267 -0.142 -8.857	4 -0.692 -0.633 -0.051 15.468
L 74 0 1 -0.358 -0.357 -0.505 -0.233	2 0.399 0.400 0.471 0.004	R 84 1 3 0.239 0.266 -0.017 -8.892	4 -0.693 -0.635 -0.074 15.530
L 75 0 1 -0.373 -0.371 -0.539 -0.013	2 0.420 0.417 0.573 1.297	R 84 1 3 0.239 0.263 -0.119 -8.514	4 -0.694 -0.635 -0.051 15.705
L 76 0 1 -0.387 -0.383 -0.426 0.558	2 0.442 0.429 0.619 3.020	R 85 1 3 0.237 0.261 -0.017 -8.708	4 -0.694 -0.636 -0.074 15.495
L 76 0 1 -0.387 -0.395 -0.448 3.116	2 0.464 0.442 0.187 2.721	R 86 1 3 0.234 0.259 -0.131 -8.347	4 -0.696 -0.637 -0.051 15.196
L 77 0 1 -0.401 -0.407 -0.369 2.229	2 0.464 0.459 0.414 2.018	R 87 1 3 0.232 0.257 -0.074 -8.101	4 -0.697 -0.638 -0.051 15.029
L 78 0 1 -0.415 -0.419 -0.437 2.132	2 0.486 0.476 0.732 3.301	R 87 1 3 0.232 0.255 -0.051 -7.916	4 -0.699 -0.639 -0.074 15.495
L 79 0 1 -0.428 -0.430 -0.346 1.455	2 0.508 0.491 0.585 4.954	R 88 1 3 0.230 0.252 -0.051 -8.066	4 -0.699 -0.640 -0.062 15.398
L 79 0 1 -0.428 -0.440 -0.369 4.426	2 0.530 0.505 0.176 4.277	R 89 1 3 0.227 0.250 -0.074 -7.705	4 -0.701 -0.642 -0.051 15.292
L 80 0 1 -0.440 -0.449 -0.301 3.090	2 0.530 0.522 0.562 2.730	R 90 1 3 0.225 0.248 -0.131 -7.240	4 -0.702 -0.643 -0.062 15.257
L 81 0 1 -0.452 -0.458 -0.312 2.158	2 0.551 0.539 0.789 3.389	R 90 1 3 0.225 0.245 -0.074 -7.046	4 -0.704 -0.645 -0.062 15.820
L 82 0 1 -0.463 -0.465 -0.233 1.376	2 0.571 0.556 0.562 4.549	R 91 1 3 0.223 0.242 -0.040 -7.099	4 -0.704 -0.646 -0.074 15.749
L 82 0 1 -0.463 -0.472 -0.278 3.240	2 0.591 0.569 0.176 3.582	R 92 1 3 0.221 0.240 -0.062 -6.703	4 -0.706 -0.648 -0.085 15.688
L 83 0 1 -0.474 -0.478 -0.210 1.587	2 0.591 0.585 0.528 2.185	R 93 1 3 0.219 0.238 -0.096 -6.053	4 -0.707 -0.649 -0.108 15.741
L 84 0 1 -0.484 -0.486 -0.278 1.174	2 0.610 0.600 0.653 2.800	R 93 1 3 0.219 0.235 -0.074 -5.851	4 -0.709 -0.651 -0.062 16.347
L 85 0 1 -0.492 -0.494 -0.289 1.051	2 0.627 0.614 0.505 3.767	R 94 1 3 0.217 0.233 -0.062 -5.895	4 -0.709 -0.654 -0.096 16.426
L 85 0 1 -0.492 -0.501 -0.233 3.240	2 0.643 0.623 0.085 3.582	R 95 1 3 0.215 0.230 -0.142 -5.358	4 -0.711 -0.656 -0.096 16.426
L 86 0 1 -0.500 -0.506 -0.142 2.273	2 0.643 0.636 0.471 2.404	R 96 1 3 0.212 0.229 -0.096 -5.165	4 -0.713 -0.657 -0.085 16.558
L 87 0 1 -0.507 -0.512 -0.187 1.965	2 0.658 0.649 0.448 3.178	R 96 1 3 0.212 0.226 -0.051 -4.884	4 -0.715 -0.660 -0.074 17.068
L 88 0 1 -0.513 -0.516 -0.085 1.543	2 0.671 0.656 0.289 4.760	R 97 1 3 0.210 0.224 -0.074 -4.936	4 -0.715 -0.662 -0.131 17.446
L 88 0 1 -0.513 -0.518 -0.085 1.789	2 0.683 0.663 0.051 4.470	R 98 1 3 0.208 0.222 -0.119 -4.716	4 -0.717 -0.665 -0.096 17.657
L 89 0 1 -0.517 -0.518 -0.017 0.295	2 0.683 0.671 0.267 4.233	R 99 1 3 0.206 0.221 -0.051 -4.558	4 -0.719 -0.669 -0.176 -17.534
L 90 0 1 -0.521 -0.520 -0.062 -0.251	2 0.693 0.676 0.040 6.158	R 99 1 3 0.206 0.220 0.017 -4.936	4 -0.721 -0.673 -0.199 -16.119
L 91 0 1 -0.523 -0.521 -0.017 -0.875	2 0.701 0.680 0.335 6.853	R 100 1 3 0.204 0.220 -0.017 -5.490	4 -0.721 -0.678 -0.187 -15.125
L 91 0 1 -0.523 -0.521 -0.040 -1.095	2 0.708 0.683 0.119 6.914	R 101 1 3 0.202 0.220 0.017 -6.132	4 -0.723 -0.684 -0.176 -13.666
L 92 0 1 -0.525 -0.521 -0.017 -1.648	2 0.708 0.690 0.085 6.554	R 102 1 3 0.200 0.220 0.006 -6.545	4 -0.725 -0.690 -0.199 -12.242
L 93 0 1 -0.525 -0.521 -0.028 -1.771	2 0.713 0.694 0.165 6.607	R 102 1 3 0.200 0.220 0.017 -7.046	4 -0.727 -0.694 -0.108 -10.870
L 94 0 1 -0.525 -0.520 0.040 -1.815	2 0.717 0.698 0.176 6.527	R 103 1 3 0.199 0.220 -0.006 -7.679	4 -0.727 -0.698 -0.040 -10.413
L 94 0 1 -0.525 -0.520 0.006 -1.956	2 0.719 0.699 0.028 6.510	R 104 1 3 0.197 0.220 -0.028 -8.075	4 -0.730 -0.701 -0.062 -10.264
L 95 0 1 -0.524 -0.519 0.062 -2.018	2 0.719 0.700 -0.028 6.985	R 105 1 3 0.195 0.219 -0.028 -8.145	4 -0.732 -0.701 -0.062 -10.695
L 96 0 1 -0.522 -0.517 0.040 -1.675	2 0.721 0.699 -0.017 7.477	R 105 1 3 0.195 0.218 -0.051 -8.233	4 -0.734 -0.702 -0.062 -10.536
L 97 0 1 -0.519 -0.515 0.051 -1.560	2 0.721 0.699 -0.051 7.714	R 106 1 3 0.193 0.217 -0.017 -8.462	4 -0.734 -0.704 -0.062 -10.826
L 97 0 1 -0.519 -0.513 0.096 -2.193	2 0.720 0.698 0.006 7.837	R 107 1 3 0.191 0.216 -0.051 -8.716	4 -0.737 -0.706 -0.074 -10.782
L 98 0 1 -0.516 -0.511 0.040 -1.666	2 0.720 0.698 -0.017 7.820	R 108 1 3 0.189 0.216 -0.040 -8.901	4 -0.739 -0.708 -0.119 -10.809
L 99 0 1 -0.512 -0.509 0.074 -1.209	2 0.719 0.697 -0.051 7.345	R 108 1 3 0.189 0.215 -0.040 -9.068	4 -0.742 -0.710 -0.051 -10.360
L 0 1 1 -0.509 -0.508 0.085 -0.831	2 0.717 0.697 -0.028 7.037	R 109 1 3 0.188 0.215 0.017 -9.420	4 -0.742 -0.712 -0.051 -10.545
L 0 1 1 -0.509 -0.506 0.062 -1.218	2 0.715 0.697 -0.028 6.809	R 110 1 3 0.186 0.214 -0.028 -9.719	4 -0.744 -0.714 -0.040 -10.958
L 1 1 1 -0.505 -0.503 0.062 -0.497	2 0.715 0.699 0.187 5.385	R 111 1 3 0.184 0.210 -0.131 -8.778	4 -0.747 -0.714 -0.017 -11.582
L 2 1 1 -0.501 -0.500 0.062 -0.259	2 0.713 0.701 0.085 3.960	R 111 1 3 0.184 0.208 -0.051 -8.295	4 -0.749 -0.714 -0.051 -11.442
L 3 1 1 -0.497 -0.500 0.040 0.681	2 0.711 0.702 -0.062 3.073	R 112 1 3 0.183 0.207 -0.062 -8.690	4 -0.749 -0.716 -0.119 -11.556
L 3 1 1 -0.497 -0.497 0.074 0.136	2 0.709 0.702 -0.028 2.809	R 113 1 3 0.181 0.207 -0.028 -8.963	4 -0.752 -0.719 -0.131 -11.424
L 4 1 1 -0.493 -0.494 0.176 0.207	2 0.709 0.701 0.006 2.721	R 114 1 3 0.179 0.206 -0.040 -9.121	4 -0.755 -0.722 -0.153 -11.240
L 5 1 1 -0.489 -0.491 0.085 0.637	2 0.707 0.701 0.017 2.114	R 114 1 3 0.179 0.205 -0.074 -8.954	4 -0.758 -0.724 -0.062 -10.870
L 6 1 1 -0.485 -0.490 0.062 1.218	2 0.706 0.701 -0.040 1.604	R 115 1 3 0.178 0.204 -0.028 -9.349	4 -0.758 -0.726 -0.040 -11.213
L 6 1 1 -0.485 -0.487 0.074 0.664	2 0.704 0.700 0.017 1.552	R 116 1 3 0.176 0.204 -0.028 -9.622	4 -0.760 -0.729 -0.085 -11.002
L 7 1 1 -0.481 -0.484 0.028 1.095	2 0.704 0.699 0.017 1.499	R 117 1 3 0.175 0.203 -0.006 -9.604	4 -0.763 -0.731 -0.119 -11.134
L 8 1 1 -0.477 -0.482 0.085 1.499	2 0.702 0.699 0.006 0.927	R 117 1 3 0.175 0.202 -0.028 -9.543	4 -0.766 -0.733 -0.074 -10.598
L 9 1 1 -0.473 -0.480 0.074 1.991	2 0.701 0.699 -0.051 0.585	R 118 1 3 0.173 0.201 0.006 -9.798	4 -0.766 -0.735 -0.108 -10.782
L 9 1 1 -0.473 -0.478 0.085 1.516	2 0.699 0.698 -0.028 0.655	R 119 1 3 0.172 0.201 -0.051 -10.079	4 -0.769 -0.738 -0.085 -11.231
L 10 1 1 -0.469 -0.475 0.074 1.868	2 0.699 0.697 -0.017 0.602	R 0 0 3 0.170 0.199 -0.028 -9.851	4 -0.772 -0.740 -0.108 -11.301
L 11 1 1 -0.465 -0.472 0.085 2.369	2 0.697 0.697 -0.028 0.268	R 0 0 3 0.170 0.198 -0.028 -9.807	4 -0.775 -0.741 -0.096 -10.949
L 12 1 1 -0.462 -0.471 0.096 2.870	2 0.696 0.696 -0.051 -0.031	R 1 0 3 0.169 0.197 -0.062 -9.771	4 -0.775 -0.743 -0.028 -11.477
L 12 1 1 -0.462 -0.468 0.108 2.044	2 0.694 0.694 -0.108 0.303	R 2 0 3 0.168 0.194 -0.176 -9.226	4 -0.778 -0.743 0.028 -12.708
L 13 1 1 -0.458 -0.464 0.096 2.026	2 0.694 0.693 -0.062 0.690	R 3 0 3 0.166 0.190 -0.131 -8.224	4 -0.781 -0.740 0.062 -14.571
L 14 1 1 -0.454 -0.461 0.074 2.211	2 0.693 0.690 -0.153 1.341	R 3 0 3 0.166 0.186 -0.131 -7.064	4 -0.784 -0.737 0.096 -15.662
L 15 1 1 -0.450 -0.457 0.199 1.754	2 0.692 0.684 -0.221 2.809	R 4 0 3 0.165 0.183 -0.165 -6.334	4 -0.784 -0.736 0.040 -16.936
L 15 1 1 -0.450 -0.451 0.165 0.338	2 0.690 0.680 -0.119 4.004	R 5 0 3 0.163 0.180 -0.108 -6.158	4 -0.786 -0.736 -0.040 -17.516
L 16 1 1 -0.447 -0.448 0.062 0.356	2 0.690 0.677 0.006 4.418	R 6 0 3 0.160 0.179 -0.085 -5.991	4 -0.786 -0.737 -0.062 -17.297
L 17 1 1 -0.443 -0.445 0.153 0.576	2 0.689 0.678 0.040 3.925	R 6 0 3 0.160 0.177 -0.051 -5.947	4 -0.786 -0.740 -0.142 -16.321
L 18 1 1 -0.439 -0.443 0.062 0.919	2 0.688 0.678 -0.028 3.284	R 7 0 3 0.158 0.176 -0.017 -6.659	4 -0.786 -0.744 -0.165 -15.029
L 18 1 1 -0.439 -0.440 0.131 0.242	2 0.687 0.678 -0.017 3.073	R 8 0 3 0.154 0.176 -0.074 -7.363	4 -0.784 -0.746 -0.062 -13.437
L 19 1 1 -0.436 -0.437 0.187 0.418	2 0.687 0.678 0.017 3.011	R 9 0 3 0.150 0.174 -0.074 -7.257	4 -0.781 -0.748 0.028 -12.057
L 20 1 1 -0.432 -0.434 0.074 0.514	2 0.685 0.677 -0.040 2.914	R 9 0 3 0.150 0.170 -0.074 -7.046	4 -0.776 -0.748 -0.028 -11.829
L 21 1 1 -0.428 -0.432 0.074 0.998	2 0.684 0.674 -0.131 3.451	R 10 0 3 0.146 0.167 -0.119 -7.512	4 -0.776 -0.746 -0.006 -10.545
L 21 1 1 -0.428 -0.427 0.142 -0.488	2 0.683 0.671 -0.074 4.409	R 11 0 3 0.141 0.163 -0.199 -7.618	4 -0.770 -0.744 0.108 -9.314
L 22 1 1 -0.425 -0.424 0.187 -0.400	2 0.683 0.668 -0.153 5.446	R 12 0 3 0.135 0.160 -0.142 -7.222	4 -0.761 -0.741 0.221 -7.996
L 23 1 1 -0.421 -0.420 0.142 -0.514	2 0.682 0.664 -0.176 6.519	R 12 0 3 0.135 0.155 -0.165 -6.941	4 -0.751 -0.737 0.074 -8.646
L 24 1 1 -0.418 -0.416 0.131 -0.822	2 0.681 0.661 -0.119 7.415	R 13 0 3 0.128 0.150 -0.165 -7.767	4 -0.751 -0.731 0.096 -6.580
L 24 1 1 -0.418 -0.412 0.187 -2.123	2 0.680 0.657 -0.131 8.488	R 14 0 3 0.121 0.145 -0.233 -8.418	4 -0.739 -0.726 0.267 -4.778
L 25 1 1 -0.414 -0.408 0.119 -2.114	2 0.680 0.653 -0.165 9.499	R 15 0 3 0.112 0.141 -0.119 -8.119	4 -0.725 -0.722 0.426 -2.668
L 26 1 1 -0.410 -0.405 0.108 -2.114	2 0.679 0.650 -0.108 10.325	R 15 0 3 0.112 0.134 -0.244 -7.538	4 -0.709 -0.717 0.017 -2.633
L 27 1 1 -0.407 -0.402 0.108 -2.141	2 0.678 0.647 -0.074 11.046	R 16 0 3 0.104 0.123 -0.494 -6.404	4 -0.709 -0.710 0.426 0.040
L 27 1 1 -0.407 -0.399 0.153 -2.958	2 0.677 0.643 -0.131 12.303	R 17 0 3 0.095 0.110 -0.585 -4.409	4 -0.692 -0.696 0.732 0.462
L 28 1 1 -0.403 -0.396 0.108 -2.905	2 0.677 0.639 -0.165 13.516	R 18 0 3 0.085 0.096 -0.289 -1.851	4 -0.673 -0.683 0.358 2.299
L 29 1 1 -0.400 -0.392 0.051 -2.686	2 0.677 0.636 -0.108 13.895	R 18 0 3 0.085 0.086 -0.255 -0.620	4 -0.653 -0.672 0.199 -0.462
L 30 1 1 -0.397 -0.390 0.074 -2.545	2 0.676 0.635 -0.040 14.325	R 19 0 3 0.075 0.078 -0.221 -1.226	4 -0.653 -0.655 0.539 0.892
L 30 1 1 -0.397 -0.389 0.028 -2.721	2 0.675 0.635 0.006 14.281	R 20 0 3 0.065 0.073 -0.233 -2.079	4 -0.632 -0.642 0.766 2.149
L 31 1 1 -0.393 -0.389 0.017 -1.473	2 0.675 0.636 0.051 13.701	R 21 0 3 0.054 0.068 -0.119 -2.519	4 -0.610 -0.624 0.698 2.914
L 32 1 1 -0.390 -0.389 -0.006 -0.426	2 0.674 0.637 0.040 13.191	R 21 0 3 0.054 0.061 -0.199 -2.519	4 -0.588 -0.604 0.358 -2.000
L 33 1 1 -0.386 -0.389 -0.006 0.462	2 0.674 0.638 0.017 12.664	R 22 0 3 0.044 0.054 -0.244 -3.591	4 -0.588 -0.587 0.653 0.075
L 33 1 1 -0.386 -0.387 0.028 0.084	2 0.673 0.638 -0.017 12.497	R 23 0 3 0.034 0.047 -0.289 -4.110	4 -0.565 -0.572 0.743 1.349
L 34 1 1 -0.383 -0.386 0.051 0.963	2 0.673 0.637 -0.051 12.655	R 24 0 3 0.024 0.040 -0.199 -3.547	4 -0.541 -0.555 0.607 3.231
L 35 1 1 -0.379 -0.385 0.028 1.833	2 0.673 0.636 -0.062 12.910	R 24 0 3 0.024 0.030 -0.358 -2.193	4 -0.517 -0.538 0.392 -0.708
L 36 1 1 -0.376 -0.384 0.040 2.545	2 0.672 0.635 -0.074 13.165	R 25 0 3 0.014 0.020 -0.312 -2.185	4 -0.517 -0.517 0.789 0.233
L 36 1 1 -0.376 -0.383 -0.006 2.299	2 0.672 0.633 -0.017 13.516	R 26 0 3 0.004 0.013 -0.301 -2.299	4 -0.494 -0.503 0.743 2.053
L 37 1 1 -0.373 -0.383 0.006 3.336	2 0.672 0.632 -0.051 13.807	R 27 0 3 -0.005 0.006 -0.176 -1.543	4 -0.470 -0.487 0.755 3.908
L 38 1 1 -0.370 -0.382 -0.028 4.365	2 0.671 0.632 -0.006 13.912	R 27 0 3 -0.005 -0.001 -0.165 -1.156	4 -0.447 -0.466 0.516 -1.007
L 39 1 1 -0.366 -0.382 -0.017 5.270	2 0.671 0.631 -0.028 13.921	R 28 0 3 -0.013 -0.007 -0.165 -2.123	4 -0.447 -0.446 0.653 0.119
L 39 1 1 -0.366 -0.382 0.006 5.420	2 0.670 0.631 -0.006 13.903	R 29 0 3 -0.020 -0.010 -0.165 -3.204	4 -0.424 -0.434 0.653 2.026
L 40 1 1 -0.363 -0.382 0.006 6.484	2 0.670 0.631 -0.006 13.798	R 30 0 3 -0.027 -0.014 -0.153 -2.949	4 -0.402 -0.418 0.585 3.530
L 41 1 1 -0.360 -0.381 -0.017 7.530	2 0.670 0.631 -0.028 13.789	R 30 0 3 -0.027 -0.020 -0.199 -2.519	4 -0.381 -0.398 0.437 -0.884
L 42 1 1 -0.356 -0.381 0.017 8.198	2 0.670 0.630 -0.051 13.938	R 31 0 3 -0.033 -0.026 -0.176 -2.659	4 -0.381 -0.380 0.562 0.163
L 42 1 1 -0.356 -0.379 0.051 7.960	2 0.669 0.628 -0.051 14.431	R 32 0 3 -0.038 -0.031 -0.210 -2.290	4 -0.360 -0.369 0.630 1.921
L 43 1 1 -0.353 -0.378 0.006 8.655	2 0.669 0.627 -0.062 14.870	R 33 0 3 -0.042 -0.035 -0.119 -1.815	4 -0.341 -0.355 0.505 3.538
L 44 1 1 -0.350 -0.377 0.062 9.182	2 0.669 0.625 -0.040 15.363	R 33 0 3 -0.042 -0.039 -0.131 -1.341	4 -0.322 -0.339 0.335 -0.092
L 45 1 1 -0.347 -0.375 0.051 9.631	2 0.669 0.624 -0.062 15.749	R 34 0 3 -0.046 -0.041 -0.006 -1.719	4 -0.322 -0.323 0.403 0.769
L 45 1 1 -0.347 -0.374 0.051 9.314	2 0.669 0.623 -0.051 16.224	R 35 0 3 -0.048 -0.042 -0.017 -1.938	4 -0.305 -0.314 0.539 2.299
L 46 1 1 -0.344 -0.372 0.028 9.886	2 0.669 0.622 -0.040 16.620	R 36 0 3 -0.049 -0.042 -0.017 -2.237	4 -0.288 -0.300 0.482 2.993
L 47 1 1 -0.341 -0.370 0.074 10.325	2 0.669 0.620 -0.040 17.015	R 36 0 3 -0.049 -0.042 -0.006 -2.299	4 -0.273 -0.286 0.221 -0.435
L 48 1 1 -0.337 -0.369 0.062 10.703	2 0.669 0.619 -0.062 17.473	R 37 0 3 -0.049 -0.042 0.006 -2.308	4 -0.273 -0.276 0.403 0.716
L 48 1 1 -0.337 -0.367 0.051 10.334	2 0.669 0.618 -0.017 17.745	R 38 0 3 -0.047 -0.042 0.006 -2.141	4 -0.259 -0.265 0.403 1.815
L 49 1 1 -0.334 -0.365 0.085 10.774	2 0.669 0.617 -0.176 -18.000	R 39 0 3 -0.045 -0.042 -0.051 -1.692	4 -0.246 -0.257 0.369 2.703
L 50 1 1 -0.331 -0.364 0.074 11.178	2 0.669 0.617 -0.028 -17.666	R 39 0 3 -0.045 -0.042 -0.028 -1.270	4 -0.235 -0.248 0.028 0.532
L 51 1 1 -0.328 -0.362 0.074 11.398	2 0.669 0.616 -0.006 -17.376	R 40 0 3 -0.042 -0.040 0.062 -0.884	4 -0.235 -0.239 0.289 1.191
L 51 1 1 -0.328 -0.360 0.062 10.888	2 0.669 0.615 -0.051 -17.138	R 41 0 3 -0.038 -0.039 0.074 -0.312	4 -0.225 -0.230 0.426 1.244
L 52 1 1 -0.325 -0.357 0.028 11.240	2 0.669 0.614 -0.017 -16.840	R 42 0 3 -0.033 -0.036 0.062 -0.884	4 -0.216 -0.225 0.187 2.642
L 53 1 1 -0.322 -0.355 0.085 11.240	2 0.669 0.614 -0.028 -16.585	R 42 0 3 -0.033 -0.033 0.119 -0.101	4 -0.208 -0.218 0.051 1.086
L 54 1 1 -0.319 -0.352 0.085 11.292	2 0.669 0.613 -0.017 -16.215	R 43 0 3 -0.027 -0.027 0.176 0.110	4 -0.208 -0.214 0.153 1.807
L 54 1 1 -0.319 -0.350 0.085 10.818	2 0.669 0.612 -0.176 -16.031	R 44 0 3 -0.020 -0.022 0.289 0.242	4 -0.201 -0.208 0.210 2.018
L 55 1 1 -0.316 -0.348 0.017 11.134	2 0.669 0.612 -0.017 -15.785	R 45 0 3 -0.012 -0.017 0.074 -0.198	4 -0.196 -0.201 0.278 1.569
L 56 1 1 -0.313 -0.345 0.131 11.160	2 0.670 0.611 -0.017 -15.521	R 45 0 3 -0.012 -0.009 0.153 -1.007	4 -0.191 -0.196 0.119 0.180
L 57 1 1 -0.310 -0.344 0.085 11.213	2 0.670 0.611 0.028 -15.398	R 46 0 3 -0.004 -0.001 0.312 -0.892	4 -0.191 -0.193 0.006 0.778
L 57 1 1 -0.310 -0.342 0.051 11.081	2 0.670 0.611 -0.017 -15.363	R 47 0 3 0.005 0.005 0.323 -0.286	4 -0.187 -0.192 0.085 1.736
L 58 1 1 -0.307 -0.340 0.017 11.477	2 0.670 0.611 -0.176 -15.231	R 48 0 3 0.015 0.010 0.119 -0.611	4 -0.184 -0.190 0.085 1.956
L 59 1 1 -0.305 -0.337 0.062 11.468	2 0.671 0.611 -0.176 -15.020	R 48 0 3 0.015 0.018 0.142 -0.848	4 -0.182 -0.188 0.006 1.543
L 60 1 1 -0.302 -0.336 0.085 11.679	2 0.671 0.611 -0.176 -14.791	R 49 0 3 0.025 0.025 0.323 -0.207	4 -0.182 -0.188 0.017 2.123
L 60 1 1 -0.302 -0.334 0.062 11.319	2 0.672 0.611 -0.176 -14.765	R 50 0 3 0.035 0.029 0.323 1.077	4 -0.180 -0.187 0.051 2.369
L 61 1 1 -0.299 -0.332 0.051 11.600	2 0.672 0.611 0.028 -14.659	R 51 0 3 0.046 0.038 0.096 0.268	4 -0.179 -0.187 0.017 2.633
L 62 1 1 -0.296 -0.330 0.051 11.978	2 0.672 0.611 -0.006 -14.510	R 51 0 3 0.046 0.047 0.255 -0.347	4 -0.178 -0.185 0.006 2.062
